postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority
KT2 6BJ,518306,169537,Unsurveyed/Urban,10,Hogsmill River,1270.0,Kingston upon Thames
SE10 8EX,538347,177443,Unsurveyed/Urban,10,Ravensbourne River,1150.0,Greenwich
PL21 9HX,262485,56851,Histosols,130,River Erme,1220.0,South Hams
UB8 2GU,505557,181021,Unsurveyed/Urban,30,River Pinn,3250.0,Hillingdon
EX31 3DH,251044,132118,Stagnosols,20,,750.0,North Devon
BA10 0HD,368546,135194,Arenosols,80,Combe Brook,530.0,South Somerset
EX6 8XW,294496,87543,Arenosols,10,Berry Brook,210.0,Teignbridge
SN14 8NH,378013,173876,Leptosols,180,St Catherine's Brook,2980.0,South Gloucestershire
CT14 6BT,637587,153472,Unsurveyed/Urban,0,,990.0,Dover
CT3 4JS,619681,164150,Stagnosols,30,,840.0,Canterbury
HA4 8JZ,509400,187100,Unsurveyed/Urban,50,Yeading Brook,1870.0,Hillingdon
SO17 2FD,443036,113861,Unsurveyed/Urban,10,River Itchen,1130.0,Southampton
BN3 1EE,529706,104402,Unsurveyed/Urban,10,River Adur,6220.0,Brighton and Hove
EX16 4ER,296779,112217,Unsurveyed/Urban,100,Grand Western Canal,5670.0,Mid Devon
KT16 6AH,504145,166758,Unsurveyed/Urban,20,The Bourne,420.0,Runnymede
TQ9 6EF,280019,62984,Cambisols,50,River Dart,550.0,South Hams
TR11 3PT,180332,32523,Unsurveyed/Urban,40,,780.0,Cornwall
RH6 8NP,527022,144620,Gleysols,50,River Mole,380.0,Reigate and Banstead
BH15 2PU,401864,91129,Unsurveyed/Urban,10,Little Channel,1220.0,"Bournemouth, Christchurch and Poole"
KT24 5YJ,509490,152950,Cambisols,90,,2060.0,Guildford
PL14 3UT,226231,64943,Cambisols,140,River Seaton,560.0,Cornwall
EX39 1LG,243265,129112,Stagnosols,20,,820.0,Torridge
BS9 1PB,356204,175127,Unsurveyed/Urban,80,River Avon,1040.0,"Bristol, City of"
GU22 8LN,502717,159462,Unsurveyed/Urban,30,Basingstoke Canal,1740.0,Woking
RH2 8QT,523312,149712,Luvisols,80,Wallace Brook,1010.0,Reigate and Banstead
GU34 3JT,474237,133561,Luvisols,120,The Well Head Stream,170.0,East Hampshire
TA19 9RP,335244,114750,Unsurveyed/Urban,40,River Isle,650.0,South Somerset
GU2 5BN,499383,149277,Unsurveyed/Urban,40,River Wey,410.0,Guildford
BH5 2DS,412762,91516,Unsurveyed/Urban,30,River Stour,2160.0,"Bournemouth, Christchurch and Poole"
TW15 2DP,507435,171262,Unsurveyed/Urban,20,River Ash,1590.0,Spelthorne
KT17 1JQ,521658,161602,Unsurveyed/Urban,50,,1230.0,Epsom and Ewell
TN15 0RD,560719,154019,Luvisols,70,River Bourne,350.0,Tonbridge and Malling
RG2 8RB,472162,169945,Unsurveyed/Urban,50,,1060.0,Reading
GU15 1HU,488655,159443,Unsurveyed/Urban,90,,2150.0,Surrey Heath
SO5 9HY,439100,120100,Unsurveyed/Urban,40,Tanner's Brook,1400.0,Test Valley
OX39 4PD,475771,200675,Cambisols,130,,2210.0,South Oxfordshire
SO53 5AR,443545,122294,Unsurveyed/Urban,50,,740.0,Eastleigh
RH12 9XF,517691,131138,Unsurveyed/Urban,50,River Arun,1590.0,Horsham
PL15 8ZX,231780,83565,Cambisols,140,Lowley Brook,970.0,Cornwall
SW4 0TP,529353,175449,Unsurveyed/Urban,20,River Thames,3280.0,Lambeth
TN38 1AG,579407,110715,Unsurveyed/Urban,50,Hollington Stream,520.0,Hastings
TN23 3XB,601229,142520,Unsurveyed/Urban,40,Great Stour,230.0,Ashford
GU14 7PX,486358,155932,Unsurveyed/Urban,70,Cove Brook,740.0,Rushmoor
SW3 4XX,529353,175449,Unsurveyed/Urban,20,River Thames,3280.0,Lambeth
PL12 4BN,241468,58658,Cambisols,40,Latchbrook Leat,560.0,Cornwall
SO51 8JQ,435194,121318,Unsurveyed/Urban,20,Fish Lake,260.0,Test Valley
RG30 3BS,468536,172056,Unsurveyed/Urban,50,,840.0,Reading
PL27 7HA,198557,72585,Leptosols,30,River Camel,390.0,Cornwall
OX9 7AR,468551,201770,Stagnosols,90,,1740.0,South Oxfordshire
CT20 3BD,620639,135215,Unsurveyed/Urban,10,Pent Stream,2110.0,Folkestone and Hythe
BH21 6UZ,409982,105125,Luvisols,20,Moors River,360.0,Dorset
SP11 8QB,427194,143899,Leptosols,100,Pillhill Brook,3060.0,Test Valley
RG31 6PE,466400,174640,Unsurveyed/Urban,80,River Thames,1580.0,West Berkshire
SO1 9JG,437522,114369,Unsurveyed/Urban,10,River Test,680.0,Southampton
TR20 9BH,155964,31534,Cambisols,50,River Hayle,950.0,Cornwall
TQ1 1RB,292020,64076,Unsurveyed/Urban,70,,990.0,Torbay
GU15 1XJ,490027,160182,Unsurveyed/Urban,110,,2270.0,Surrey Heath
PO15 6EU,455706,107645,Unsurveyed/Urban,40,River Meon,950.0,Fareham
BH20 9DG,392580,88550,Histosols,10,,1350.0,Dorset
SW14 9AZ,520532,175905,Unsurveyed/Urban,0,River Thames,920.0,Richmond upon Thames
TA4 1QD,313142,125435,Luvisols,70,Hillfarrance Brook,540.0,Somerset West and Taunton
BS20 9RZ,347761,173410,Cambisols,120,,1660.0,North Somerset
PO15 6YD,457310,105177,Unsurveyed/Urban,10,Heavy Reach,1910.0,Fareham
SE5 5AS,532295,176697,Unsurveyed/Urban,10,River Thames,3960.0,Southwark
SE13 9FE,538116,175234,Unsurveyed/Urban,10,Ravensbourne River,190.0,Lewisham
SW19 1NX,525371,170280,Unsurveyed/Urban,20,River Wandle,2490.0,Merton
EX5 2EN,302361,95503,Luvisols,40,,1010.0,East Devon
RH16 4TS,532319,122362,Luvisols,50,,560.0,Mid Sussex
TW15 3NW,505841,170937,Unsurveyed/Urban,20,River Ash,1830.0,Spelthorne
UB8 3RP,506510,181781,Unsurveyed/Urban,40,River Pinn,2260.0,Hillingdon
TN34 3PS,582764,111386,Unsurveyed/Urban,100,,1800.0,Hastings
TN23 9UF,601229,142520,Unsurveyed/Urban,40,Great Stour,230.0,Ashford
GU1 2QJ,502011,150180,Unsurveyed/Urban,80,River Wey,2140.0,Guildford
RG40 5PR,482993,169893,Planosols,70,,1560.0,Wokingham
RG22 4XY,462321,153521,Unsurveyed/Urban,110,River Loddon,1750.0,Basingstoke and Deane
GU17 9EJ,485848,158836,Podsols,70,Cove Brook,1020.0,Hart
TA6 4PH,330596,137504,Unsurveyed/Urban,10,River Parrett,630.0,Sedgemoor
ME4 4SU,575792,168596,Unsurveyed/Urban,20,Tower Reach,1150.0,Medway
RH16 9GB,533131,124714,Unsurveyed/Urban,50,Scrase Stream,280.0,Mid Sussex
GU2 5YQ,496854,150173,Arenosols,70,,3170.0,Guildford
SW4 4FX,529383,175459,Unsurveyed/Urban,20,River Thames,3280.0,Lambeth
TA12 6EW,346329,119806,Luvisols,20,Mill Brook,810.0,South Somerset
OX9 8NH,457500,196600,Luvisols,60,,1130.0,South Oxfordshire
DT2 9JT,364655,88920,Leptosols,90,South Winterborne,3550.0,Dorset
SE19 3WZ,533373,170622,Unsurveyed/Urban,110,,3060.0,Croydon
SW19 4TX,524321,170180,Unsurveyed/Urban,20,River Wandle,3040.0,Merton
CR8 1AQ,532048,161219,Unsurveyed/Urban,120,River Wandle,4950.0,Croydon
CR3 3EH,528800,156800,Leptosols,120,,3610.0,Reigate and Banstead
GU21 4AN,500326,159301,Unsurveyed/Urban,30,Basingstoke Canal,720.0,Woking
SO16 8XA,438900,115800,Unsurveyed/Urban,40,Tanner's Brook,820.0,Southampton
SO41 0UN,430551,91435,Luvisols,0,Avon Water,240.0,New Forest
BN27 1PW,560822,111597,Luvisols,20,Hurst Haven,690.0,Wealden
BN27 1GN,558487,111411,Luvisols,20,,250.0,Wealden
EX39 2EQ,245161,126349,Unsurveyed/Urban,40,River Torridge,440.0,Torridge
PO11 0EG,471322,99575,Unsurveyed/Urban,0,The Deeps,2920.0,Havant
ME5 7QZ,576922,164878,Leptosols,70,Tower Reach,4510.0,Medway
TN11 9SE,561061,152947,Planosols,60,River Bourne,420.0,Tonbridge and Malling
ME16 9FA,572969,155538,Luvisols,80,River Medway,1930.0,Maidstone
TR17 0HT,151511,30039,Unsurveyed/Urban,10,Red River,840.0,Cornwall
GU47 0TF,485074,162217,Podsols,70,,970.0,Bracknell Forest
TN34 3ZD,582438,110359,Unsurveyed/Urban,80,,860.0,Hastings
BS13 8LD,357016,168408,Unsurveyed/Urban,50,The Malago,260.0,"Bristol, City of"
SO4 5TU,440528,107450,Planosols,20,,940.0,New Forest
RG27 8WY,472784,153937,Gleysols,80,River Whitewater,1280.0,Hart
PO6 2HE,467051,104958,Unsurveyed/Urban,0,,1450.0,Portsmouth
GU2 7QH,498004,149169,Unsurveyed/Urban,90,River Wey,1640.0,Guildford
BH23 5HJ,421212,93680,Unsurveyed/Urban,30,,500.0,"Bournemouth, Christchurch and Poole"
SL5 0LU,495135,167818,Luvisols,50,,1310.0,Windsor and Maidenhead
BA11 4LW,373694,145665,Leptosols,110,Nunney Brook,560.0,Mendip
BN44 3FZ,517600,111000,Cambisols,20,,1140.0,Horsham
EX4 4UU,292038,93487,Unsurveyed/Urban,50,Taddiforde Brook,500.0,Exeter
PL1 3NF,247011,54309,Unsurveyed/Urban,10,River Plym,2260.0,Plymouth
SW9 6FN,531465,176620,Unsurveyed/Urban,10,River Thames,3320.0,Lambeth
TA8 1EX,330931,149252,Leptosols,10,Burnham Rhyne,160.0,Sedgemoor
SW4 0HL,529086,175752,Unsurveyed/Urban,20,River Thames,2950.0,Lambeth
DA15 8SG,545473,174755,Unsurveyed/Urban,50,River Shuttle,2670.0,Bexley
RH5 6DP,517648,154022,Leptosols,80,River Mole,1050.0,Mole Valley
RG4 7GF,471613,170786,Unsurveyed/Urban,50,Foudry Brook,550.0,Reading
KT21 1NE,518757,159095,Unsurveyed/Urban,60,The Rye,2730.0,Mole Valley
EX39 1SG,245951,130765,Cambisols,30,The Pill,470.0,Torridge
TN22 2HP,546422,123984,Luvisols,50,Shortbridge Stream,610.0,Wealden
GU12 4FR,487935,151179,Unsurveyed/Urban,80,Basingstoke Canal,600.0,Rushmoor
GU52 7RY,480598,153033,Unsurveyed/Urban,80,Basingstoke Canal,1630.0,Hart
TN23 1TZ,600948,141664,Unsurveyed/Urban,40,East Stour River,270.0,Ashford
TQ2 7JP,289553,66097,Unsurveyed/Urban,50,,780.0,Torbay
SO22 6JE,446849,132053,Unsurveyed/Urban,60,,2170.0,Winchester
BS9 1HU,357200,177400,Unsurveyed/Urban,30,River Trym,300.0,"Bristol, City of"
BH20 7PQ,391947,88476,Podsols,10,,250.0,Dorset
TN31 9DH,591947,120455,Luvisols,10,Rock Channel,370.0,Rother
SW9 8WR,531126,176099,Unsurveyed/Urban,10,River Thames,3430.0,Lambeth
RG2 0EA,471732,171397,Unsurveyed/Urban,50,River Kennet,480.0,Reading
OX9 4EW,475249,201349,Luvisols,110,,1490.0,South Oxfordshire
SN14 9NJ,382469,168486,Cambisols,50,,130.0,Wiltshire
ME1 1HE,574676,168155,Unsurveyed/Urban,10,Tower Reach,630.0,Medway
BS99 2PD,360204,173429,Unsurveyed/Urban,20,River Frome,820.0,"Bristol, City of"
SO50 7HF,449536,120885,Stagnosols,30,Bow Lake,510.0,Winchester
GU1 2AX,500542,149896,Unsurveyed/Urban,60,River Wey,1000.0,Guildford
BN43 5WG,521402,105213,Unsurveyed/Urban,10,West Arm,330.0,Adur
GU2 7TR,498786,149907,Unsurveyed/Urban,60,River Wey,840.0,Guildford
BS18 4EJ,359723,163121,Cambisols,50,River Chew,750.0,Bath and North East Somerset
TR27 5BZ,158088,39821,Arenosols,40,,990.0,Cornwall
UB10 9AL,507803,184235,Unsurveyed/Urban,40,River Pinn,1030.0,Hillingdon
ME8 0JR,580596,164593,Unsurveyed/Urban,90,River Medway,5900.0,Medway
BS18 3AQ,367385,167063,Leptosols,40,,1610.0,Bath and North East Somerset
DA3 9AZ,560225,168922,Unsurveyed/Urban,60,River Darent,4820.0,Dartford
KT11 9DT,510828,160086,Unsurveyed/Urban,20,River Mole,500.0,Elmbridge
DA2 7PD,550677,171506,Unsurveyed/Urban,70,River Cray,2180.0,Dartford
TW12 2TU,514024,170156,Unsurveyed/Urban,20,Longford River,760.0,Richmond upon Thames
TR18 3NZ,146867,31346,Unsurveyed/Urban,50,Chyandour Brook,150.0,Cornwall
BA3 2SJ,365735,154982,Luvisols,110,Wellow Brook,610.0,Bath and North East Somerset
UB8 3WA,506954,182307,Unsurveyed/Urban,50,River Pinn,1730.0,Hillingdon
RG1 2ZH,471613,170786,Unsurveyed/Urban,50,Foudry Brook,550.0,Reading
CR6 0BB,534428,155140,Unsurveyed/Urban,140,,3090.0,Tandridge
BS7 0FF,359693,177362,Unsurveyed/Urban,80,River Frome,2710.0,"Bristol, City of"
ME8 7AS,581593,165928,Unsurveyed/Urban,40,River Medway,4990.0,Medway
RG17 7AJ,437103,172940,Luvisols,160,River Lambourn,2700.0,West Berkshire
DT1 1EZ,369321,90730,Unsurveyed/Urban,60,River Frome,330.0,Dorset
RG26 4YD,458770,162256,Podsols,100,Bishop's Wood Stream,1430.0,Basingstoke and Deane
PO22 6JY,498977,100308,Arenosols,0,,210.0,Arun
TR13 0EU,168006,32539,Histosols,150,River Cober,850.0,Cornwall
RG4 5AX,472331,174920,Unsurveyed/Urban,40,River Thames,830.0,Reading
SE18 7HA,544247,178717,Unsurveyed/Urban,10,Woolwich Reach,2310.0,Greenwich
PO9 1RX,471554,104978,Unsurveyed/Urban,10,,2100.0,Havant
SW8 3RH,528597,176172,Unsurveyed/Urban,10,River Thames,2250.0,Wandsworth
TN15 6NJ,556705,159175,Cambisols,120,,1580.0,Sevenoaks
SE13 6ZF,538116,175234,Unsurveyed/Urban,10,Ravensbourne River,190.0,Lewisham
SW4 6XE,529353,175449,Unsurveyed/Urban,20,River Thames,3280.0,Lambeth
GU14 4AH,487203,154118,Unsurveyed/Urban,80,Blackwater River,1650.0,Rushmoor
GU8 4SS,494962,132966,Planosols,80,,770.0,Waverley
BS13 9DZ,357184,167474,Leptosols,90,The Malago,1200.0,"Bristol, City of"
EX1 9HZ,292656,92951,Unsurveyed/Urban,40,River Exe,1320.0,Exeter
BS99 7ED,360204,173429,Unsurveyed/Urban,20,River Frome,820.0,"Bristol, City of"
SW9 0LA,530795,177021,Unsurveyed/Urban,10,River Thames,2550.0,Lambeth
PO19 3PH,485261,106054,Luvisols,30,River Lavant,1370.0,Chichester
BN6 8BU,531203,115712,Unsurveyed/Urban,50,Herrings Stream,180.0,Mid Sussex
OX11 6BX,451236,190742,Luvisols,80,,840.0,South Oxfordshire
BH24 3XU,416370,105635,Unsurveyed/Urban,20,Lin Brook,940.0,New Forest
PL25 5JA,201100,52400,Unsurveyed/Urban,50,St Austell River,810.0,Cornwall
TA13 5BF,343442,116884,Unsurveyed/Urban,40,Lambrook Brook,1660.0,South Somerset
BR6 6HR,547051,163415,Unsurveyed/Urban,130,,4190.0,Bromley
DT2 8BH,376932,88638,Luvisols,60,,1260.0,Dorset
OX9 7RQ,463919,196396,Gleysols,70,,280.0,South Oxfordshire
RG3 2RB,469066,173520,Unsurveyed/Urban,50,River Thames,1230.0,Reading
DA8 9FP,552581,177563,Leptosols,10,,580.0,Bexley
KT17 4YA,521139,161014,Unsurveyed/Urban,50,,1180.0,Epsom and Ewell
ME5 8AN,576569,164044,Leptosols,80,Tower Reach,5110.0,Medway
TQ3 2BD,289213,61024,Unsurveyed/Urban,10,,1120.0,Torbay
PL27 6LP,193978,75872,Arenosols,40,,460.0,Cornwall
TQ9 5NH,279860,60698,Unsurveyed/Urban,10,Malt Mill Lake,60.0,South Hams
CT8 8DE,632636,169373,Unsurveyed/Urban,20,Brooksend Stream,4740.0,Thanet
CT9 3SF,636708,170019,Unsurveyed/Urban,20,,7330.0,Thanet
BH21 3LA,398610,96208,Unsurveyed/Urban,80,,700.0,Dorset
EX7 0AH,297068,77445,Arenosols,20,,1410.0,Teignbridge
TQ1 4LT,291773,65552,Unsurveyed/Urban,90,,600.0,Torbay
DA1 5LS,554378,175636,Unsurveyed/Urban,10,,450.0,Dartford
W4 4ZR,520717,178385,Unsurveyed/Urban,10,River Thames,1580.0,Hounslow
TR14 7EU,164417,40068,Unsurveyed/Urban,100,Red River,1260.0,Cornwall
TN13 2TR,550549,157934,Cambisols,90,River Darent,1230.0,Sevenoaks
BS2 8LS,358811,173841,Unsurveyed/Urban,50,River Frome,630.0,"Bristol, City of"
SE27 9DQ,531830,172593,Unsurveyed/Urban,50,Pool River,5100.0,Lambeth
SW1P 9BF,529548,177433,Unsurveyed/Urban,0,River Thames,1430.0,Wandsworth
TR11 2AN,180579,33091,Unsurveyed/Urban,30,Penryn River,1410.0,Cornwall
TW18 2RL,504400,170200,Unsurveyed/Urban,20,River Ash,2830.0,Spelthorne
RG24 4PU,462321,153521,Unsurveyed/Urban,110,River Loddon,1750.0,Basingstoke and Deane
PO22 9BB,492455,100761,Unsurveyed/Urban,10,Aldingbourne Rife,1170.0,Arun
BH12 4HA,405057,93569,Podsols,50,,370.0,"Bournemouth, Christchurch and Poole"
BN11 3WL,514862,102884,Unsurveyed/Urban,10,,1920.0,Worthing
GU13 8YX,480891,154663,Unsurveyed/Urban,80,,710.0,Hart
BS22 7TZ,336615,163598,Gleysols,10,River Banwell,1450.0,North Somerset
BH15 2AE,401113,91695,Unsurveyed/Urban,10,,750.0,"Bournemouth, Christchurch and Poole"
BR1 2BW,541973,168699,Unsurveyed/Urban,60,,930.0,Bromley
RG30 2BH,468319,172135,Unsurveyed/Urban,50,,810.0,Reading
TN23 3NJ,600845,139999,Gleysols,40,,680.0,Ashford
TN3 9BA,561254,136201,Podsols,110,,1500.0,Wealden
KT22 8BJ,516460,156377,Unsurveyed/Urban,40,River Mole,850.0,Mole Valley
TA7 8RL,334116,137623,Luvisols,10,King's Sedgemoor Drain,970.0,Sedgemoor
BS21 7BU,340998,173043,Leptosols,40,Land Yeo,2890.0,North Somerset
KT16 8PJ,505180,166315,Unsurveyed/Urban,20,The Bourne,460.0,Runnymede
TQ2 5HF,291082,63843,Unsurveyed/Urban,10,,1250.0,Torbay
BS10 6SR,357258,179307,Unsurveyed/Urban,40,Hazel Brook,990.0,"Bristol, City of"
BS2 2DD,360136,173453,Unsurveyed/Urban,20,River Frome,750.0,"Bristol, City of"
BN16 4HL,506795,104268,Unsurveyed/Urban,10,,780.0,Arun
SE27 0HJ,532312,171160,Unsurveyed/Urban,70,,4250.0,Lambeth
CT1 2BS,614712,158060,Unsurveyed/Urban,10,Great Stour,970.0,Canterbury
BN1 8DR,531429,108519,Unsurveyed/Urban,90,,6870.0,Brighton and Hove
RG8 7SQ,463471,180732,Luvisols,160,River Thames,3080.0,South Oxfordshire
SW2 9JY,530563,174473,Unsurveyed/Urban,30,River Thames,4550.0,Lambeth
CR2 3NS,529300,161400,Unsurveyed/Urban,110,,3660.0,Croydon
BN20 7TW,559142,97811,Leptosols,80,,3070.0,Eastbourne
PO19 8DE,486473,104168,Unsurveyed/Urban,10,River Lavant,940.0,Chichester
TR8 5JS,181326,59157,Cambisols,30,,810.0,Cornwall
SP2 0LY,409094,130249,Leptosols,80,,720.0,Wiltshire
TW8 8AF,517725,177395,Unsurveyed/Urban,10,River Brent,90.0,Hounslow
EX18 7YJ,268695,114276,Cambisols,140,Little Dart River,960.0,North Devon
SO41 0AA,426707,95836,Luvisols,40,Danes Stream,750.0,New Forest
BS8 3TT,351896,172687,Leptosols,110,,210.0,North Somerset
CT5 3NZ,613788,165371,Unsurveyed/Urban,20,,290.0,Canterbury
DA17 9BT,553654,174061,Unsurveyed/Urban,20,River Darent,1390.0,Dartford
SO17 3TD,443141,115498,Unsurveyed/Urban,30,River Itchen,2690.0,Southampton
SO18 3HY,445480,115230,Unsurveyed/Urban,20,,550.0,Southampton
BN20 9BX,558522,101377,Unsurveyed/Urban,70,Willingdon and West Langney Sewer,3280.0,Eastbourne
PO20 7EG,484232,103116,Luvisols,10,Fishbourne Channel,1340.0,Chichester
DA18 4HD,548341,179203,Unsurveyed/Urban,10,,1080.0,Bexley
RG12 9GZ,488709,168234,Gleysols,80,,110.0,Bracknell Forest
BR8 8ZU,551423,168562,Unsurveyed/Urban,80,River Darent,3890.0,Sevenoaks
TN6 3RG,552838,128381,Luvisols,140,,700.0,Wealden
BS11 9NH,352399,177358,Unsurveyed/Urban,10,River Avon,750.0,"Bristol, City of"
RG9 2EJ,475723,182911,Unsurveyed/Urban,50,River Thames,800.0,South Oxfordshire
TA2 6RR,320038,125936,Luvisols,30,Norton Brook,390.0,Somerset West and Taunton
BA13 3ZU,385726,152368,Cambisols,60,Biss Brook,630.0,Wiltshire
RG25 2AZ,458547,145965,Luvisols,160,River Loddon,8000.0,Basingstoke and Deane
TR16 5EJ,171193,43995,Cambisols,120,,2480.0,Cornwall
PL9 8GE,254419,53415,Luvisols,50,,630.0,South Hams
BN9 9JZ,544013,100583,Arenosols,50,River Ouse,980.0,Lewes
EX39 5SE,228398,122323,Cambisols,190,Seckington Water,1270.0,Torridge
BN18 9EY,501736,106938,Unsurveyed/Urban,10,River Arun,330.0,Arun
BA22 7JU,360690,126097,Stagnosols,40,River Cam,710.0,South Somerset
KT16 6AL,504145,166758,Unsurveyed/Urban,20,The Bourne,420.0,Runnymede
SN9 6BQ,415530,155046,Leptosols,170,River Avon,2020.0,Wiltshire
CT2 7XF,615886,158470,Unsurveyed/Urban,20,Great Stour,550.0,Canterbury
BA20 1RB,355572,115979,Unsurveyed/Urban,50,,620.0,South Somerset
GU22 8RX,503213,159224,Unsurveyed/Urban,40,Basingstoke Canal,2260.0,Woking
DA3 7LN,562565,169076,Unsurveyed/Urban,80,,6590.0,Dartford
PO10 7JN,474476,106018,Unsurveyed/Urban,30,,510.0,Havant
RG22 6AW,462242,151402,Unsurveyed/Urban,100,River Loddon,1520.0,Basingstoke and Deane
RG45 7HN,484122,163806,Podsols,100,,1110.0,Bracknell Forest
TW16 7NE,509414,170274,Unsurveyed/Urban,20,River Ash,2310.0,Spelthorne
BH12 2YU,404600,92400,Unsurveyed/Urban,50,,1610.0,"Bournemouth, Christchurch and Poole"
PO19 6EJ,486714,106550,Unsurveyed/Urban,30,River Lavant,1350.0,Chichester
BA5 2QN,354898,146179,Unsurveyed/Urban,60,,760.0,Mendip
RG8 7NE,463672,176238,Luvisols,50,River Pang,260.0,West Berkshire
RH14 9NU,508706,126235,Planosols,30,Par Brook,1580.0,Horsham
SO5 7JX,449384,118346,Unsurveyed/Urban,30,,330.0,Eastleigh
BR6 9AU,546193,166288,Unsurveyed/Urban,60,,1850.0,Bromley
SN12 8DZ,390034,164434,Unsurveyed/Urban,40,South Brook,800.0,Wiltshire
ME4 5HB,576621,166732,Unsurveyed/Urban,40,Tower Reach,2840.0,Medway
SE16 9EF,533378,178838,Unsurveyed/Urban,10,Upper Pool,1400.0,Southwark
TW13 7BJ,511044,171881,Unsurveyed/Urban,20,River Ash,4440.0,Hounslow
RH15 0PZ,532237,119954,Unsurveyed/Urban,40,,1280.0,Mid Sussex
PO6 9EP,465600,105430,Unsurveyed/Urban,10,,2540.0,Portsmouth
PL4 8LW,248100,54700,Unsurveyed/Urban,20,River Plym,1600.0,Plymouth
PO11 9YY,471538,99412,Unsurveyed/Urban,0,The Deeps,3180.0,Havant
PL31 2RR,205179,66718,Cambisols,70,,320.0,Cornwall
SW11 6JY,528169,174600,Unsurveyed/Urban,30,River Thames,2580.0,Wandsworth
RG23 8DG,460688,152366,Unsurveyed/Urban,110,River Loddon,2830.0,Basingstoke and Deane
PL12 6SE,236327,64212,Cambisols,80,River Lynher,530.0,Cornwall
DT2 8GZ,375607,94487,Luvisols,60,River Piddle,500.0,Dorset
KT17 3AL,521938,161174,Unsurveyed/Urban,60,,1660.0,Epsom and Ewell
TW9 2HF,518622,175641,Unsurveyed/Urban,10,,1310.0,Richmond upon Thames
SW13 9BT,522490,177684,Unsurveyed/Urban,10,River Thames,530.0,Richmond upon Thames
RG10 9AU,478770,176797,Luvisols,40,River Loddon,720.0,Wokingham
TN14 5ES,552893,157046,Unsurveyed/Urban,70,,450.0,Sevenoaks
BN1 1TT,531091,104536,Unsurveyed/Urban,20,River Adur,7610.0,Brighton and Hove
SO30 0AQ,449352,112097,Unsurveyed/Urban,30,River Hamble,1930.0,Eastleigh
BS35 3QH,363057,187002,Stagnosols,90,,1120.0,South Gloucestershire
TN9 1PL,559706,146663,Stagnosols,20,River Medway,170.0,Tonbridge and Malling
TN40 9HP,574302,107463,Unsurveyed/Urban,20,,2510.0,Rother
SE19 9BN,533373,170622,Unsurveyed/Urban,110,,3060.0,Croydon
OX10 9PL,458700,186600,Luvisols,50,,270.0,South Oxfordshire
EX23 9PL,225208,115889,Cambisols,200,,1610.0,Cornwall
GU11 1NQ,486379,150357,Unsurveyed/Urban,100,Blackwater River,990.0,Rushmoor
HA4 4ED,510122,187381,Unsurveyed/Urban,50,Yeading Brook,1210.0,Hillingdon
GU6 8LL,504659,139064,Gleysols,50,,230.0,Waverley
PO12 4PT,460366,101191,Unsurveyed/Urban,10,Fareham Lake,1620.0,Gosport
TN33 0AA,574787,115857,Planosols,80,,1720.0,Rother
SO14 3JW,442745,110662,Unsurveyed/Urban,10,River Test,1060.0,Southampton
GU21 5PA,502302,160239,Unsurveyed/Urban,30,Basingstoke Canal,1470.0,Woking
RG9 6HD,473554,188732,Leptosols,100,Hamble Brook,5160.0,South Oxfordshire
BN27 4NF,563392,112715,Luvisols,50,Hurst Haven,2700.0,Wealden
CT21 5AS,615622,134797,Unsurveyed/Urban,10,Brockhill Stream,490.0,Folkestone and Hythe
BS19 2PG,347617,169896,Unsurveyed/Urban,20,,630.0,North Somerset
RG6 2UN,474581,170659,Unsurveyed/Urban,60,,1320.0,Wokingham
BH22 2DX,407626,101043,Unsurveyed/Urban,20,,1060.0,Dorset
OX33 1UW,460120,205305,Leptosols,80,Holton Brook,1940.0,South Oxfordshire
CT20 9LH,622641,135834,Unsurveyed/Urban,40,Pent Stream,550.0,Folkestone and Hythe
TR6 0EA,174897,53645,Histosols,70,,1590.0,Cornwall
PL4 9HR,248800,54400,Unsurveyed/Urban,10,River Plym,990.0,Plymouth
TW7 6FD,515740,175967,Unsurveyed/Urban,10,Duke of Northumberland's River,710.0,Hounslow
BS5 0BZ,360764,173216,Unsurveyed/Urban,20,River Avon,1080.0,"Bristol, City of"
TW18 1TZ,505157,170504,Unsurveyed/Urban,20,River Ash,2180.0,Spelthorne
EX8 5HY,299261,84573,Cambisols,30,Wotton Brook,520.0,East Devon
RG11 4DW,478407,167326,Planosols,70,,750.0,Wokingham
BS8 2RE,357533,174429,Unsurveyed/Urban,70,,1580.0,"Bristol, City of"
RG15 0TT,438480,167021,Luvisols,90,River Kennet,120.0,West Berkshire
GU16 5WP,488755,158277,Podsols,80,,1440.0,Surrey Heath
TQ9 7AS,280352,60985,Cambisols,10,River Dart,120.0,South Hams
SO23 0YU,449334,130037,Unsurveyed/Urban,50,River Itchen,740.0,Winchester
EX1 3XG,297448,94071,Arenosols,40,Pin Brook,910.0,East Devon
BN11 9XU,514862,102884,Unsurveyed/Urban,10,,1920.0,Worthing
BN10 8FT,541775,102022,Luvisols,50,River Ouse,2410.0,Lewes
KT10 0LE,515812,162757,Unsurveyed/Urban,30,,640.0,Elmbridge
RH19 2PL,536511,139577,Luvisols,90,Felbridge Water,800.0,Tandridge
EX4 3DJ,292016,92641,Unsurveyed/Urban,40,River Exe,940.0,Exeter
SO50 9ZP,444204,119384,Unsurveyed/Urban,20,,510.0,Eastleigh
